GLON GLAT VLSR a b pa d_VLSR p_far cos_pa sin_pa aa bb f_avg Seq
13.8710 -0.3030 39.8000 0.0044 0.0018 246 0.8336 -0.5 -0.4067366430758009 -0.9135454576426006 1.9019290123456785e-05 3.280123456790123e-06 0 2922
13.8760 0.2790 47.6000 0.0046 0.0039 167 2.5291 -0.5 -0.9743700647852351 0.2249510543438652 2.1262345679012352e-05 1.4940372299382713e-05 0 2923
13.9000 -0.4800 22.7000 0.0034 0.0022 172 0.6170 -0.5 -0.9902680687415703 0.13917310096006574 1.1730625000000001e-05 4.864475308641976e-06 0 2931
13.9050 -0.5090 22.7000 0.0049 0.0048 158 1.1444 -0.5 -0.9271838545667873 0.37460659341591224 2.3711489197530863e-05 2.341484567901235e-05 0 2933
13.9080 -0.2930 39.7000 0.0037 0.0027 265 0.8524 -0.5 -0.08715574274765825 -0.9961946980917455 1.3803288966049383e-05 7.49390625e-06 0 2934
13.9120 -0.4490 22.8000 0.0044 0.0027 153 0.7465 -0.5 -0.8910065241883678 0.45399049973954686 1.899506944444444e-05 7.448350694444444e-06 0 2935
13.9250 -0.4520 22.8000 0.0018 0.0013 91 1.9215 -0.5 -0.017452406437283473 0.9998476951563913 3.325557484567901e-06 1.7666840277777778e-06 1 2936
13.9240 0.2030 48.1000 0.0040 0.0032 168 1.9215 -0.5 -0.9781476007338056 0.20791169081775973 1.592231674382716e-05 1.0338011188271602e-05 1 2938
13.9270 0.2210 48.2000 0.0024 0.0022 192 1.9215 -0.5 -0.9781476007338056 -0.2079116908177595 5.833566743827161e-06 4.809492669753085e-06 1 2939
13.9610 -0.4090 20.3000 0.0061 0.0034 180 2.1594 -0.5 -1.0 1.2246467991473532e-16 3.760074266975308e-05 1.1222500000000001e-05 0 2940
13.9500 -0.4490 22.8000 0.0051 0.0029 183 1.1515 -0.5 -0.9986295347545738 -0.052335956242944 2.6493896604938272e-05 8.612594521604938e-06 0 2941
13.9730 -0.3930 20.5000 0.0028 0.0022 116 1.9215 -0.5 -0.4383711467890775 0.8987940462991669 7.646761188271607e-06 4.809492669753085e-06 1 2944
13.9850 -0.4410 22.5000 0.0046 0.0038 258 0.5958 -0.5 -0.20791169081775895 -0.9781476007338057 2.1454909336419753e-05 1.434515625e-05 0 2945
13.9890 -0.3870 21.4000 0.0037 0.0021 254 1.6248 -0.5 -0.2756373558169997 -0.9612616959383187 1.3834266975308643e-05 4.398341049382716e-06 0 2947
13.9970 -0.4160 21.2000 0.0033 0.0024 239 1.6578 -0.5 -0.5150380749100545 -0.8571673007021121 1.0945069444444443e-05 5.700156250000001e-06 0 2948
14.0070 -0.4510 21.0000 0.0042 0.0027 152 0.7771 -0.5 -0.882947592858927 0.4694715627858907 1.7944637345679017e-05 7.192826003086419e-06 0 2949
14.0260 -0.5150 20.0000 0.0063 0.0045 186 0.9466 -0.5 -0.9945218953682733 -0.10452846326765348 3.9445378086419756e-05 1.9839600694444447e-05 0 2954
14.0800 -0.5580 22.4000 0.0059 0.0035 160 1.2575 -0.5 -0.9396926207859083 0.3420201433256689 3.4760850694444445e-05 1.2435418595679012e-05 0 2959
14.1140 -0.5710 22.2000 0.0060 0.0036 231 1.9780 -0.5 -0.6293203910498378 -0.7771459614569706 3.573382716049383e-05 1.2840277777777779e-05 0 2961
14.1310 -0.5200 21.6000 0.0029 0.0020 144 0.7064 -0.5 -0.8090169943749473 0.5877852522924732 8.53938271604938e-06 4.02782600308642e-06 0 2963
14.1470 -0.5200 21.6000 0.0027 0.0016 166 1.9215 -0.5 -0.9702957262759965 0.24192189559966773 7.192826003086419e-06 2.467517361111111e-06 1 2964
14.1820 -0.5290 21.2000 0.0039 0.0023 163 1.2999 -0.5 -0.9563047559630354 0.292371704722737 1.5275069444444443e-05 5.1126234567901245e-06 0 2969
14.1840 -0.2340 39.9000 0.0047 0.0029 104 1.4553 -0.5 -0.24192189559966756 0.9702957262759965 2.2220748456790123e-05 8.482656249999998e-06 0 2970
14.2250 -0.2170 40.0000 0.0025 0.0021 221 0.8689 -0.5 -0.7547095802227721 -0.6560590289905072 6.502499999999998e-06 4.486159336419754e-06 0 2976
14.2170 -0.5110 20.0000 0.0114 0.0047 180 0.8430 -0.5 -1.0 1.2246467991473532e-16 0.00013046716049382713 2.172595679012346e-05 0 2977
14.2360 -0.1730 37.5000 0.0050 0.0031 203 1.4930 -0.5 -0.9205048534524404 -0.39073112848927355 2.5460434027777772e-05 9.791684027777779e-06 0 2978
14.2840 -0.5100 19.8000 0.0032 0.0022 134 0.7983 -0.5 -0.6946583704589974 0.7193398003386511 1.048140625e-05 4.913611111111111e-06 0 2980
14.3050 -0.4940 18.9000 0.0035 0.0024 189 0.5157 -0.5 -0.9876883405951378 -0.15643446504023076 1.2191736111111111e-05 5.753335262345678e-06 0 2984
14.3150 -0.1890 38.8000 0.0040 0.0018 146 1.2551 0.5 -0.8290375725550416 0.5591929034707469 1.5878011188271602e-05 3.250007716049383e-06 0 2985
14.3250 -0.5340 19.9000 0.0038 0.0018 173 0.7276 -0.5 -0.992546151641322 0.12186934340514755 1.434515625e-05 3.280123456790123e-06 0 2986
14.4600 -0.6140 19.6000 0.0059 0.0042 148 1.0762 -0.5 -0.848048096156426 0.5299192642332049 3.4303798225308646e-05 1.758171489197531e-05 0 3004
14.4590 -0.1830 39.5000 0.0039 0.0033 264 1.9215 -0.5 -0.10452846326765423 -0.9945218953682733 1.490817901234568e-05 1.0571529706790122e-05 1 3005
14.4910 -0.1920 43.3000 0.0039 0.0028 183 1.9215 -0.5 -0.9986295347545738 -0.052335956242944 1.5580563271604943e-05 7.631406250000002e-06 1 3009
14.4900 -0.1410 41.3000 0.0064 0.0038 248 2.5008 -0.5 -0.3746065934159123 -0.9271838545667873 4.0711489197530856e-05 1.4747733410493825e-05 0 3011
14.4980 -0.2710 60.3000 0.0044 0.0036 224 1.2810 -0.5 -0.7193398003386511 -0.6946583704589974 1.9617517361111107e-05 1.3150696373456788e-05 0 3013
14.5550 -0.6130 19.0000 0.0043 0.0031 170 1.1091 -0.5 -0.9848077530122081 0.17364817766693025 1.8145233410493827e-05 9.601390817901235e-06 0 3018
14.5710 -0.7840 20.2000 0.0033 0.0026 151 1.9215 -0.5 -0.8746197071393957 0.48480962024633717 1.0981859567901234e-05 6.50958526234568e-06 1 3021
14.5900 -0.4070 23.9000 0.0034 0.0022 216 1.5589 -0.5 -0.8090169943749475 -0.587785252292473 1.1673611111111112e-05 4.864475308641976e-06 0 3023
14.6040 -0.1390 40.6000 0.0030 0.0018 210 1.9215 -0.5 -0.8660254037844388 -0.4999999999999998 8.80111111111111e-06 3.417363040123457e-06 1 3027
14.6020 -0.5440 18.1000 0.0058 0.0037 252 1.2622 -0.5 -0.30901699437494756 -0.9510565162951535 3.410884452160494e-05 1.40625e-05 0 3028
14.6120 -0.6060 19.2000 0.0041 0.0024 187 0.6593 -0.5 -0.9925461516413221 -0.12186934340514731 1.7038549382716052e-05 5.887363040123455e-06 0 3030
14.6260 -0.1340 39.7000 0.0024 0.0014 201 1.9215 -0.5 -0.9335804264972016 -0.35836794954530043 5.601111111111111e-06 2.070401234567901e-06 1 3033
14.6270 -0.5750 18.6000 0.0056 0.0049 173 2.0275 -0.5 -0.992546151641322 0.12186934340514755 3.1251205632716044e-05 2.3711489197530863e-05 0 3035
14.6440 0.6320 27.7000 0.0022 0.0017 226 1.1232 -0.5 -0.6946583704589973 -0.7193398003386512 4.664400077160493e-06 3.0140817901234566e-06 0 3039
14.6450 -0.1200 40.0000 0.0054 0.0023 169 1.9945 -0.5 -0.981627183447664 0.19080899537654497 2.911501736111111e-05 5.437964891975308e-06 0 3041
14.6510 0.0040 38.7000 0.0053 0.0025 250 0.9066 -0.5 -0.3420201433256685 -0.9396926207859084 2.782562499999999e-05 6.417777777777777e-06 0 3042
14.6850 -0.2240 37.4000 0.0057 0.0037 216 1.9215 -0.5 -0.8090169943749475 -0.587785252292473 3.211111111111111e-05 1.3444444444444444e-05 1 3047
14.6870 -0.4190 59.8000 0.0038 0.0026 94 1.1680 -0.5 -0.06975647374412534 0.9975640502598242 1.4177316743827159e-05 6.5949093364197516e-06 0 3049
14.7140 -0.1570 41.0000 0.0055 0.0028 204 1.6154 -0.5 -0.9135454576426009 -0.4067366430758002 2.9960418595679005e-05 7.69291859567901e-06 0 3054
14.7300 -0.2030 37.9000 0.0050 0.0041 207 1.9215 -0.5 -0.8910065241883679 -0.4539904997395467 2.4681576003086427e-05 1.670765625e-05 1 3056
14.7700 -0.3550 33.1000 0.0036 0.0020 212 2.6421 -0.5 -0.8480480961564261 -0.5299192642332048 1.3120493827160492e-05 3.867777777777777e-06 0 3059
14.7770 -0.4560 22.8000 0.0053 0.0025 267 0.7017 -0.5 -0.052335956242944306 -0.9986295347545738 2.7781684027777783e-05 6.382640817901236e-06 0 3061
14.7810 -0.4870 21.7000 0.0038 0.0033 155 0.7300 -0.5 -0.9063077870366499 0.4226182617406995 1.4747733410493825e-05 1.0671111111111109e-05 0 3062
14.7770 -0.3370 33.2000 0.0031 0.0026 145 1.9145 -0.5 -0.8191520442889917 0.5735764363510464 9.395927854938272e-06 6.876049382716048e-06 0 3063
14.7880 -0.1950 39.2000 0.0039 0.0032 131 1.1209 -0.5 -0.6560590289905072 0.7547095802227721 1.549297067901234e-05 9.940007716049382e-06 0 3064
14.8120 -0.4980 22.2000 0.0035 0.0024 209 1.9215 -0.5 -0.8746197071393959 -0.48480962024633695 1.2240279706790124e-05 5.820156250000001e-06 1 3069
14.8230 -0.5170 22.2000 0.0043 0.0020 216 1.9215 -0.5 -0.8090169943749475 -0.587785252292473 1.8501946373456785e-05 4.162733410493826e-06 1 3070
14.8500 -0.0130 25.8000 0.0018 0.0015 129 1.9215 -0.5 -0.6293203910498373 0.7771459614569711 3.067363040123456e-06 2.1146006944444448e-06 1 3073
14.8530 -0.9940 23.0000 0.0033 0.0031 112 1.5919 -0.5 -0.37460659341591207 0.9271838545667874 1.0880835262345679e-05 9.327934027777777e-06 0 3074
14.8910 -0.4040 61.9000 0.0028 0.0025 261 1.5189 -0.5 -0.15643446504023106 -0.9876883405951377 7.855563271604938e-06 6.160048225308643e-06 0 3080
14.9150 -0.0720 27.8000 0.0038 0.0028 155 2.0440 -0.5 -0.9063077870366499 0.4226182617406995 1.4166859567901237e-05 7.71604938271605e-06 0 3086
14.9250 -0.1800 40.7000 0.0027 0.0013 214 1.9215 -0.5 -0.8290375725550418 -0.5591929034707467 7.440771604938272e-06 1.6612345679012346e-06 1 3090
14.9610 -0.1280 31.7000 0.0019 0.0012 158 1.9215 -0.5 -0.9271838545667873 0.37460659341591224 3.641736111111111e-06 1.5555632716049383e-06 1 3094
14.9770 -0.7080 19.0000 0.0127 0.0040 107 1.9215 -0.5 -0.29237170472273666 0.9563047559630355 0.00016171361111111114 1.5613474151234566e-05 1 3096
14.9920 -0.0120 24.7000 0.0049 0.0026 184 1.0573 -0.5 -0.9975640502598242 -0.06975647374412527 2.443379822530865e-05 6.709538966049382e-06 0 3099
14.9950 -0.7420 21.1000 0.0054 0.0032 97 1.9215 -0.5 -0.12186934340514738 0.9925461516413221 2.8801111111111117e-05 1.0544452160493827e-05 1 3100
15.0070 0.0070 24.5000 0.0029 0.0020 117 1.6248 0.5 -0.45399049973954675 0.8910065241883679 8.19390625e-06 4.095001929012345e-06 0 3101
15.0060 -0.6680 21.8000 0.0093 0.0039 233 3.5817 -0.5 -0.6018150231520483 -0.7986355100472928 8.698152970679014e-05 1.530765625e-05 0 3103
15.0320 -0.6650 19.6000 0.0101 0.0046 252 4.2481 -0.5 -0.30901699437494756 -0.9510565162951535 0.00010195389660493828 2.071514081790124e-05 0 3105
15.0300 0.8510 44.2000 0.0029 0.0020 261 1.0361 -0.5 -0.15643446504023106 -0.9876883405951377 8.498844521604936e-06 3.873242669753085e-06 0 3106
15.0560 -0.6560 19.8000 0.0047 0.0023 263 1.9215 -0.5 -0.12186934340514717 -0.9925461516413221 2.2233844521604943e-05 5.457415123456791e-06 1 3108
15.0580 -0.6280 17.8000 0.0043 0.0027 221 2.1429 -0.5 -0.7547095802227721 -0.6560590289905072 1.824001736111111e-05 7.350123456790124e-06 0 3110
15.0830 -0.2650 30.1000 0.0025 0.0020 217 0.7418 -0.5 -0.7986355100472928 -0.6018150231520484 6.445956790123458e-06 3.878711419753086e-06 0 3113
15.0980 -0.6920 22.7000 0.0101 0.0059 238 1.9215 -0.5 -0.529919264233205 -0.8480480961564258 0.00010153361304012344 3.525390625e-05 1 3114
15.1020 -0.5610 18.8000 0.0039 0.0030 199 1.7355 -0.5 -0.945518575599317 -0.32556815445715637 1.555864197530864e-05 9e-06 0 3117
15.1030 -0.6020 17.2000 0.0054 0.0039 115 1.7873 -0.5 -0.42261826174069933 0.90630778703665 2.9581512345679005e-05 1.550390625e-05 0 3118
15.1260 -0.5570 18.7000 0.0039 0.0025 193 1.4529 -0.5 -0.9743700647852352 -0.22495105434386498 1.5580563271604943e-05 6.139382716049383e-06 0 3121
15.1260 -0.4960 19.8000 0.0040 0.0026 134 0.5816 -0.5 -0.6946583704589974 0.7193398003386511 1.58448225308642e-05 6.810650077160493e-06 0 3123
15.1340 -0.6760 18.4000 0.0043 0.0035 222 1.7614 -0.5 -0.7431448254773942 -0.6691306063588582 1.8777777777777777e-05 1.1940864197530864e-05 0 3124
15.1400 -0.5340 21.7000 0.0055 0.0031 118 0.8053 -0.5 -0.46947156278589053 0.8829475928589271 2.9930017361111114e-05 9.6531037808642e-06 0 3125
15.1500 -0.4860 20.4000 0.0044 0.0030 128 1.9215 -0.5 -0.6156614753256582 0.788010753606722 1.979014081790124e-05 9.06679012345679e-06 1 3127
15.1530 -0.6570 17.9000 0.0042 0.0031 112 1.7850 -0.5 -0.37460659341591207 0.9271838545667874 1.7616674382716048e-05 9.361900077160494e-06 0 3128
15.1750 -0.5450 19.6000 0.0028 0.0023 211 1.1562 -0.5 -0.8571673007021123 -0.5150380749100542 7.639081790123456e-06 5.502934027777778e-06 0 3129
15.2060 -0.6250 20.7000 0.0100 0.0080 171 2.0251 -0.5 -0.9876883405951377 0.15643446504023098 0.00010038926697530863 6.395556327160493e-05 0 3133
15.2020 -0.4430 20.7000 0.0048 0.0028 258 1.3917 -0.5 -0.20791169081775895 -0.9781476007338057 2.3253827160493822e-05 7.73921489197531e-06 0 3134
15.2140 -0.4240 22.4000 0.0032 0.0029 130 1.9215 -0.5 -0.6427876096865393 0.7660444431189781 1.04904012345679e-05 8.669753086419752e-06 1 3136
15.2540 -0.6010 20.8000 0.0038 0.0035 100 0.8642 -0.5 -0.1736481776669303 0.984807753012208 1.4376736111111111e-05 1.2308402777777778e-05 0 3139
15.2710 -0.6110 21.4000 0.0089 0.0024 149 1.9215 -0.5 -0.8571673007021121 0.5150380749100544 7.881493827160494e-05 5.58140625e-06 1 3140
15.3680 -0.4200 59.5000 0.0060 0.0041 159 1.1256 -0.5 -0.9335804264972016 0.35836794954530066 3.6233711419753095e-05 1.6413751929012348e-05 0 3144
15.4340 0.1900 48.5000 0.0053 0.0033 235 1.1280 0.5 -0.5735764363510457 -0.8191520442889921 2.8563086419753085e-05 1.0880835262345679e-05 0 3146
15.4570 0.1960 47.8000 0.0029 0.0024 117 1.9215 0.5 -0.45399049973954675 0.8910065241883679 8.434184027777779e-06 5.561736111111111e-06 1 3149
15.5030 -0.4190 39.7000 0.0046 0.0034 158 0.8807 -0.5 -0.9271838545667873 0.37460659341591224 2.1493526234567907e-05 1.1222500000000001e-05 0 3151
15.5320 -0.4090 38.9000 0.0034 0.0028 133 1.3493 -0.5 -0.6819983600624984 0.7313537016191707 1.19025e-05 7.988474151234569e-06 0 3152
15.7900 -0.4130 45.9000 0.0030 0.0021 217 0.5958 -0.5 -0.7986355100472928 -0.6018150231520484 9.234845679012344e-06 4.35765625e-06 0 3156
16.3030 -0.5270 39.0000 0.0031 0.0023 91 1.9215 0.5 -0.017452406437283473 0.9998476951563913 9.817777777777777e-06 5.093798225308641e-06 1 3158
16.3190 -0.5330 39.0000 0.0024 0.0018 200 1.3116 0.5 -0.9396926207859084 -0.34202014332566866 5.873890817901235e-06 3.3713040123456796e-06 0 3159
16.3190 -0.1500 50.1000 0.0061 0.0030 197 2.4419 -0.5 -0.9563047559630354 -0.2923717047227368 3.7788341049382716e-05 8.727100694444444e-06 0 3160
16.3640 -0.0730 46.8000 0.0030 0.0022 223 2.5620 -0.5 -0.7313537016191707 -0.6819983600624984 8.727100694444444e-06 4.864475308641976e-06 0 3163
16.3650 -0.2120 49.9000 0.0059 0.0037 187 2.2300 -0.5 -0.9925461516413221 -0.12186934340514731 3.4515625e-05 1.3710563271604939e-05 0 3164
16.3870 -0.1210 46.5000 0.0048 0.0023 168 1.9215 -0.5 -0.9781476007338056 0.20791169081775973 2.2562500000000006e-05 5.3284027777777794e-06 1 3165
16.4040 -0.1830 44.8000 0.0023 0.0017 201 2.0652 -0.5 -0.9335804264972016 -0.35836794954530043 5.150378086419754e-06 2.942177854938272e-06 0 3167
16.4440 -0.3830 47.3000 0.0028 0.0021 264 0.9396 -0.5 -0.10452846326765423 -0.9945218953682733 7.972779706790122e-06 4.557038966049383e-06 0 3168
16.4380 -0.1980 45.4000 0.0050 0.0043 179 1.9215 -0.5 -0.9998476951563913 0.017452406437283435 2.4667777777777773e-05 1.8705624999999998e-05 0 3169
16.5850 -0.0540 58.8000 0.0028 0.0025 269 2.8446 -0.5 -0.017452406437283498 -0.9998476951563913 7.785650077160494e-06 6.194567901234568e-06 0 3171
16.6100 -0.2350 44.0000 0.0023 0.0019 124 1.7049 0.5 -0.5591929034707467 0.8290375725550418 5.106344521604937e-06 3.4585667438271607e-06 0 3172
16.6420 -0.1210 47.6000 0.0028 0.0023 168 1.4694 0.5 -0.9781476007338056 0.20791169081775973 7.654444444444445e-06 5.270850694444444e-06 0 3173
16.7350 -0.0920 69.1000 0.0042 0.0028 198 1.7496 0.5 -0.9510565162951536 -0.3090169943749473 1.8038896604938266e-05 7.73921489197531e-06 0 3175
16.8210 -0.3450 52.0000 0.0039 0.0031 97 1.2457 -0.5 -0.12186934340514738 0.9925461516413221 1.5112656249999999e-05 9.302500000000001e-06 0 3177
16.9100 0.3410 24.7000 0.0035 0.0024 228 1.9215 -0.5 -0.6691306063588585 -0.743144825477394 1.2250000000000001e-05 5.7933815586419744e-06 1 3181
16.9190 -0.0850 40.7000 0.0045 0.0021 203 0.8760 -0.5 -0.9205048534524404 -0.39073112848927355 2.0626736111111114e-05 4.592687114197531e-06 0 3184
16.9180 0.2260 23.9000 0.0037 0.0031 174 1.9215 -0.5 -0.9945218953682734 0.1045284632676533 1.3875625e-05 9.905007716049383e-06 1 3185
16.9270 0.2430 24.4000 0.0034 0.0023 253 1.9215 -0.5 -0.2923717047227362 -0.9563047559630357 1.1845069444444445e-05 5.18827160493827e-06 1 3187
16.9650 -0.0940 41.1000 0.0026 0.0013 235 1.9215 -0.5 -0.5735764363510457 -0.8191520442889921 6.5949093364197516e-06 1.7556249999999994e-06 1 3190
17.2120 0.7810 22.5000 0.0037 0.0026 128 1.9215 -0.5 -0.6156614753256582 0.788010753606722 1.39585262345679e-05 6.9198225308641985e-06 1 3197
17.4700 -0.2170 52.2000 0.0035 0.0021 250 1.9215 -0.5 -0.3420201433256685 -0.9396926207859084 1.2162656249999998e-05 4.305625e-06 1 3206
17.9130 -0.4920 40.0000 0.0028 0.0024 146 1.9215 -0.5 -0.8290375725550416 0.5591929034707469 7.917970679012347e-06 5.5355632716049385e-06 1 3216
17.9940 -0.3470 42.3000 0.0022 0.0015 119 1.0550 -0.5 -0.48480962024633695 0.8746197071393959 4.809492669753085e-06 2.3810204475308642e-06 0 3219
18.0630 -0.3020 46.5000 0.0040 0.0027 227 4.1445 -0.5 -0.6819983600624986 -0.7313537016191705 1.576751736111111e-05 7.455933641975308e-06 0 3220
18.0920 -0.3030 50.9000 0.0051 0.0032 192 1.0479 -0.5 -0.9781476007338056 -0.2079116908177595 2.645102044753087e-05 1.0445464891975308e-05 0 3222
18.1000 -0.3550 54.7000 0.0035 0.0021 268 1.9215 -0.5 -0.034899496702500754 -0.9993908270190958 1.2288919753086416e-05 4.527438271604939e-06 1 3223
18.1080 0.0520 52.8000 0.0028 0.0024 239 1.9215 -0.5 -0.5150380749100545 -0.8571673007021121 7.824452160493827e-06 5.548641975308642e-06 1 3224
18.1130 -0.3230 55.5000 0.0053 0.0020 140 2.0558 -0.5 -0.7660444431189779 0.6427876096865395 2.823741512345679e-05 3.845956790123456e-06 0 3225
18.1370 -0.3970 46.8000 0.0026 0.0019 184 1.4835 -0.5 -0.9975640502598242 -0.06975647374412527 6.890624999999999e-06 3.4637345679012347e-06 0 3226
18.1460 -0.2960 56.2000 0.0064 0.0044 114 2.1947 -0.5 -0.40673664307580026 0.9135454576426009 4.034014081790123e-05 1.9470156249999997e-05 0 3227
18.1760 -0.2980 49.6000 0.0029 0.0025 269 1.4623 -0.5 -0.017452406437283498 -0.9998476951563913 8.57188271604938e-06 6.125625000000001e-06 0 3228
18.2150 -0.3440 47.3000 0.0055 0.0026 149 1.5919 -0.5 -0.8571673007021121 0.5150380749100544 2.9945216049382715e-05 6.978402777777778e-06 0 3230
18.2260 -0.3280 48.8000 0.0030 0.0024 236 1.9215 -0.5 -0.5591929034707473 -0.8290375725550414 8.834104938271604e-06 5.975308641975311e-06 1 3231
18.2320 -0.3660 48.9000 0.0060 0.0018 104 1.9215 -0.5 -0.24192189559966756 0.9702957262759965 3.558453896604939e-05 3.0625000000000003e-06 1 3232
18.2450 -0.4720 50.2000 0.0022 0.0017 269 0.6758 -0.5 -0.017452406437283498 -0.9998476951563913 5.000192901234569e-06 3.0527854938271607e-06 0 3233
18.2970 -0.0260 53.3000 0.0027 0.0013 169 1.9215 0.5 -0.981627183447664 0.19080899537654497 7.425625e-06 1.7556249999999994e-06 1 3237
18.3040 -0.3880 32.9000 0.0038 0.0031 146 1.7449 -0.5 -0.8290375725550416 0.5591929034707469 1.4715748456790125e-05 9.66173611111111e-06 0 3238
18.3710 -0.3810 44.6000 0.0034 0.0022 258 1.5801 -0.5 -0.20791169081775895 -0.9781476007338057 1.1778242669753087e-05 4.950625e-06 0 3241
18.4120 -0.2900 68.5000 0.0031 0.0015 138 0.7300 -0.5 -0.7431448254773944 0.669130606358858 9.782993827160492e-06 2.321390817901235e-06 0 3243
18.4500 -0.1960 52.3000 0.0041 0.0016 257 1.9215 -0.5 -0.22495105434386528 -0.9743700647852351 1.6639600694444443e-05 2.4981558641975315e-06 1 3244
18.4640 -0.1970 52.3000 0.0026 0.0022 91 1.9215 -0.5 -0.017452406437283473 0.9998476951563913 6.978402777777778e-06 4.706489197530864e-06 1 3245
18.4880 -0.1670 45.1000 0.0044 0.0025 145 0.8195 -0.5 -0.8191520442889917 0.5735764363510464 1.903140625e-05 6.382640817901236e-06 0 3247
18.4930 -0.1930 51.1000 0.0060 0.0048 204 1.9215 -0.5 -0.9135454576426009 -0.4067366430758002 3.5850156249999996e-05 2.268140625e-05 1 3249
18.5220 -0.0780 44.7000 0.0028 0.0022 159 1.9215 -0.5 -0.9335804264972016 0.35836794954530066 7.608402777777776e-06 4.8951562500000005e-06 1 3252
18.5220 0.0900 45.8000 0.0035 0.0020 166 1.9215 -0.5 -0.9702957262759965 0.24192189559966773 1.2504081790123459e-05 4.089382716049383e-06 1 3254
18.5400 -0.1630 52.4000 0.0025 0.0015 153 1.9215 -0.5 -0.8910065241883678 0.45399049973954686 6.375625e-06 2.130788966049383e-06 1 3257
18.5710 -0.0890 46.0000 0.0050 0.0028 168 1.1303 -0.5 -0.9781476007338056 0.20791169081775973 2.4736807484567907e-05 7.91015625e-06 0 3260
18.5690 -0.4300 46.4000 0.0054 0.0038 243 1.9215 -0.5 -0.4539904997395469 -0.8910065241883678 2.9536205632716055e-05 1.4545748456790123e-05 1 3261
18.6030 -0.0750 45.4000 0.0036 0.0021 180 1.9710 -0.5 -1.0 1.2246467991473532e-16 1.3120493827160492e-05 4.2539062500000005e-06 0 3266
18.6260 -0.0730 45.3000 0.0033 0.0026 223 2.4325 0.5 -0.7313537016191707 -0.6819983600624984 1.116673611111111e-05 6.774452160493826e-06 0 3268
18.6560 -0.0600 45.6000 0.0056 0.0040 157 1.5660 0.5 -0.9205048534524404 0.39073112848927377 3.19068074845679e-05 1.627898341049383e-05 0 3270
18.6610 -0.4860 70.8000 0.0025 0.0019 114 1.9215 -0.5 -0.40673664307580026 0.9135454576426009 6.201483410493827e-06 3.6152797067901236e-06 1 3271
18.6660 -0.4990 71.2000 0.0027 0.0013 107 1.9215 -0.5 -0.29237170472273666 0.9563047559630355 7.096304012345678e-06 1.6362673611111112e-06 1 3273
18.6920 -0.3810 66.9000 0.0039 0.0033 121 1.6625 -0.5 -0.5150380749100542 0.8571673007021123 1.549297067901234e-05 1.084421489197531e-05 0 3276
18.7730 -0.4650 67.5000 0.0078 0.0033 173 1.9215 -0.5 -0.992546151641322 0.12186934340514755 6.13611111111111e-05 1.0589600694444444e-05 1 3285
